"Country Name","Country Code","Year","average_value_Armed forces personnel (% of total labor force)","average_value_Armed forces personnel, total","average_value_Arms exports (SIPRI trend indicator values)","average_value_Arms imports (SIPRI trend indicator values)","average_value_Battle-related deaths (number of people)","average_value_CPIA building human resources rating (1=low to 6=high)","average_value_CPIA business regulatory environment rating (1=low to 6=high)","average_value_CPIA debt policy rating (1=low to 6=high)","average_value_CPIA economic management cluster average (1=low to 6=high)","average_value_CPIA efficiency of revenue mobilization rating (1=low to 6=high)","average_value_CPIA equity of public resource use rating (1=low to 6=high)","average_value_CPIA financial sector rating (1=low to 6=high)","average_value_CPIA fiscal policy rating (1=low to 6=high)","average_value_CPIA gender equality rating (1=low to 6=high)","average_value_CPIA macroeconomic management rating (1=low to 6=high)","average_value_CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","average_value_CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","average_value_CPIA property rights and rule-based governance rating (1=low to 6=high)","average_value_CPIA public sector management and institutions cluster average (1=low to 6=high)","average_value_CPIA quality of budgetary and financial management rating (1=low to 6=high)","average_value_CPIA quality of public administration rating (1=low to 6=high)","average_value_CPIA social protection rating (1=low to 6=high)","average_value_CPIA structural policies cluster average (1=low to 6=high)","average_value_CPIA trade rating (1=low to 6=high)","average_value_CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","average_value_Expense (% of GDP)","average_value_IDA resource allocation index (1=low to 6=high)","average_value_Intentional homicides (per 100,000 people)","average_value_Intentional homicides, female (per 100,000 female)","average_value_Intentional homicides, male (per 100,000 male)","average_value_Internally displaced persons, new displacement associated with conflict and violence (number of cases)","average_value_Internally displaced persons, new displacement associated with disasters (number of cases)","average_value_Internally displaced persons, total displaced by conflict and violence (number of people)","average_value_Methodology assessment of statistical capacity (scale 0 - 100)","average_value_Military expenditure (% of GDP)","average_value_Military expenditure (% of general government expenditure)","average_value_Military expenditure (current USD)","average_value_Other expense (% of expense)","average_value_Periodicity and timeliness assessment of statistical capacity (scale 0 - 100)","average_value_Proportion of seats held by women in national parliaments (%)","average_value_Public credit registry coverage (% of adults)","average_value_Source data assessment of statistical capacity (scale 0 - 100)","average_value_Statistical Capacity score (Overall average)","average_value_Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100)","average_value_Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100)","average_value_Strength of legal rights index (0=weak to 12=strong)","average_value_Subsidies and other transfers (% of expense)","average_value_Tax payments (number)","average_value_Time to prepare and pay taxes (hours)","average_value_Total tax and contribution rate (% of profit)"
"Hong Kong SAR, China","HKG","2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3061511897","0.23360701693","0.38999594404","","","","","","","","","","","0","","","60","28.925","8","","3","44.5","22.8"
"Croatia","HRV","2003","1.63434588489748","30800","","24000000","","","","","","","","","","","","","","","","","","","","","","39.7548958070658","","1.5721446947","0.96826308173","2.2228838934","","","","","2.04629888221727","4.08658596307338","709399147.199764","3.3548419923897","","","","","","","","","40.7465379633726","","",""
"India","IND","2009","0.570457147797953","2625586","27000000","1863000000","1115","4","3.5","4","4","4","4","4","3.5","3.5","4.5","3.7","3.5","3.5","3.7","4","3.5","3.5","3.66666666666667","3.5","3.5","16.8518927116795","3.76666666666667","3.763079037","3.0564452493","4.414571504","33000","5304000","500000","80","3.12938717929943","10.3147376035576","38722154392.1843","0.872807262830192","66.66667","10.8256880733945","","80","75.5555555555556","40","58.65","","34.2519993288966","","",""
"Italy","ITA","2000","2.16103995892177","503100","205000000","241000000","","","","","","","","","","","","","","","","","","","","","","39.4798153124305","","1.3511564153","0.65125347244","2.0975658651","","","","","1.74105950432123","3.73457604206693","19878720932.3752","2.36880219778436","","11.1111111111111","","","","","","","41.7229933060898","","",""
"Kazakhstan","KAZ","2019","","","","312000000","","","","","","","","","","","","","","","","","","","","","","16.0642125509365","","","","","","","","90","1.06237936625451","5.24670821796305","1928776022.28785","1.00102022912925","100","27.1028037383178","0","70","86.6666666666667","100","78.3125","8","67.0930063958417","10","186","28.4"
"Cambodia","KHM","1992","3.23646629663868","135000","","","118","","","","","","","","","","","","","","","","","","","","","","","4.4576527663","","","","","","","3.14593301435407","","62293735.8871923","","","","","","","","","","","","",""
"Cambodia","KHM","1972","","","","106000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Least developed countries: UN classification","LDC","1995","1.1885425189625","2658650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.04829413396633","","7051869116.49461","","","","","","","","","","","","",""
"Lower middle income","LMC","1984","","","","8753000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.75470920377331","","31550954690.6139","","","","","","","","","","","","",""
"Late-demographic dividend","LTE","2009","0.802795366746381","9598337","6393000000","5478000000","11378","4.04545454545455","3.95454545454545","4.04545454545455","3.95454545454545","3.77272727272727","3.86363636363636","3.31818181818182","3.81818181818182","4.18181818181818","4","3.8","3.22727272727273","3.36363636363636","3.49090909090909","3.86363636363636","3.31818181818182","3.68181818181818","3.86363636363636","4.31818181818182","3.13636363636364","","3.77727272727273","","","","","5219550","","74.6666666666667","2.19855498169764","7.04526930236764","248413380956.199","6.57669482461333","84.8886671111111","17.2161520190024","8.78666666666666","81.3333333333333","80.2962223703704","","","","44.0865600668344","33.2","237.461111111111","37.2688888888889"
"Luxembourg","LUX","2014","0.551670721994491","1510","","","","","","","","","","","","","","","","","","","","","","","","39.2515542452142","","0.72135499322","0.72260078474","0.72011348989","","","","","0.452273518332482","0.999169498389983","279019013.052173","3.85486910511529","","28.3333333333333","0","","","40","45.775","3","51.1399484570479","23","55","20.6"
"Moldova","MDA","2000","1.0704026207439","12900","6000000","","","","","","","","","","","","","","","","","","","","","","","28.9252674761688","","10.303001029","5.4892184144","15.54675613","","","","","0.387282499272851","1.13828448120842","5090797.96046388","2.71705116861256","","7.92079207920792","","","","","","","54.9798217407256","","",""
"Middle East & North Africa (excluding high income)","MNA","1987","","","","8131000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.09690771920779","","26640910389.8562","","","","","","","","","","","","",""
"Northern Mariana Islands","MNP","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","9.8","","","","",""
"North America","NAC","1967","","","7308000000","321000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.945490406923","","80173942606.702","","","","","","","","","","","","",""
"North America","NAC","1986","","","11898000000","1230000000","","","","","","","","","","","","","","","","","","","","","","22.2306120296592","","","","","","","","","6.28256738638293","","303326360543.433","","","","","","","","","","3.25121797894075","","",""
"Niger","NER","1980","","","","7000000","","","","","","","","","","","","","","","","","","","","","","10.1645285569589","","","","","","","","","0.671391271913465","","17039000.3786445","","","","","","","","","","","","",""
"Nigeria","NGA","2000","0.256999595123079","106500","","36000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.543531645186578","2.19681441400898","368644109.462423","","","3.41880341880342","","","","","","","","","",""
"Nicaragua","NIC","1987","","","","151000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Netherlands","NLD","2015","0.457229353925294","41310","461000000","60000000","","","","","","","","","","","","","","","","","","","","","","39.9438847085831","","0.61398618012","0.49306741347","0.73630820056","","","","","1.13271150479415","2.58594106709193","8667849617.38938","5.19275192296643","","37.3333333333333","0","","","80","56.7","2","78.1159294090329","9","120","41"
"Pakistan","PAK","1987","","","","616000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.97188008366256","","2500172425.68453","","","","","","","","","","","","",""
"Rwanda","RWA","1994","1.01847202715654","30000","","","1208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.437876960193","21.4366303121474","40510575.3923129","","","","","","","","","","","","",""
"Senegal","SEN","1974","","","","17000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Small states","SST","1966","","","","4000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eswatini","SWZ","2011","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.044342084","","","","","","40","2.21200811111654","8.74463519313305","106629408.921201","","83.33333","13.6363636363636","0","70","64.4444444444444","30","61.8375","","","33","116","37.6"
"Middle East & North Africa (IDA & IBRD countries)","TMN","2019","","","","1737000000","12100","3","2.5","2","2.5","3","3","2.25","2.5","2.25","3","2.75","2.5","2.25","2.4","2.25","2.5","3","2.6666665","3.25","2","","2.5791665","","","","","627378","","50","2.97956713161191","10.9389165705386","43450156866.0862","","74.2424454545454","16.2686567164179","12.2916666666667","41.8181818181818","55.3535424242424","","","3","","20.8333333333333","274.041666666667","41.0916666666667"
"Middle East & North Africa (IDA & IBRD countries)","TMN","1992","3.85910791379772","2417000","","1773000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88170807130798","12.6355302867414","28847511037.3826","","","","","","","","","","","","",""
"Trinidad and Tobago","TTO","2003","0.437384376630067","2700","","","","","","","","","","","","","","","","","","","","","","","","22.0993691073361","","17.840949107","","","","","","","0.294294112206887","2.65009857219667","33736557.0046544","1.22902612554759","","19.4444444444444","","","","","","","29.6244253841899","","",""
"Uganda","UGA","1970","","","","7000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.97302904564315","","26627467.450651","","","","","","","","","","","","",""
"Uruguay","URY","1964","","","","2000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Arab World","ARB","2001","3.90892073018014","3200400","","2147000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.40806856097306","22.8128988930384","42770280443.9921","","","4.62126476719944","","","","","","","","","",""
"United Arab Emirates","ARE","1993","4.79110770410119","55000","","580000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bangladesh","BGD","2017","0.327590314426224","221000","","325000000","47","4","3","4","3.83333333333333","3","3.5","2.5","3.5","3","4","3.4","3","2.5","2.7","3","2.5","3.5","3","3.5","2.5","","3.23333333333333","2.2224946885","","","6000","946000","432000","50","1.24025612590731","9.78248454716474","3266033239.35658","","90.0001","20.2857142857143","0.9","70","70.0000333333333","90","70.46875","5","","33","435","33.4"
"Bhutan","BTN","2004","","","","0","","","","","","","","","","","","","","","","","","","","","","17.4875607385925","","2.348119704","","","","","","","","","","4.80702589213401","","9.21052631578947","0","","","20","","","8.42153873855687","","",""
"Central Europe and the Baltics","CEB","2013","1.04662316023304","515860","","268000000","","","","","","","","","","","","","","","","","","","","","","37.3005774247985","","","","","","","","","1.3723901580863","3.26690431889619","19518058629.3911","5.90371075546178","","19.2102015631427","17.0090909090909","","","","","6.54545454545455","50.1364678102879","14.7272727272727","231.545454545455","39.2727272727273"
"Cote d'Ivoire","CIV","2000","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Algeria","DZA","2015","2.67032475341378","317200","","898000000","110","","","","","","","","","","","","","","","","","","","","","","","1.3642763974","0.37123434249","2.3375326351","","19000","","50","6.27024285623508","13.687051931271","10412714002.8964","","80.0001","31.6017316017316","1.9","30","53.3333666666667","60","56.1375","2","","27","385","73.2"
"Ecuador","ECU","1971","","","","81000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.85402516979624","","29700000","","","","","","","","","","","","",""
"Euro area","EMU","2004","1.1797684349577","1817512","4086000000","2659000000","","","","","","","","","","","","","","","","","","","","","","37.988043443412","","","","","","","","","1.56603381983517","3.355888711211","158648733082.241","4.34815946706203","","21.7050465458109","11.65","","","","","","47.8751636383279","","",""
"Finland","FIN","1965","","","1000000","81000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.79734038277768","","149572371.660402","","","","","","","","","","","","",""
"Guinea-Bissau","GNB","1990","3.13140143261616","12000","","20000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Greece","GRC","1977","","","","1001000000","","","","","","","","","","","","","","","","","","","","","","20.3091156782635","","","","","","","","","5.91853565442111","","1838775321.43188","","","","","","","","","","","","",""
"Hong Kong SAR, China","HKG","1994","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6001016065","","","","","","","","","","","","","","","","","","","","","",""
"Hungary","HUN","1992","1.72191588308456","78000","","","","","","","","","","","","","","","","","","","","","","","","51.4535666912262","","2.9444070843","2.1169652672","3.8434404861","","","","","2.1796531721192","","812017967.195183","2.95406899180484","","","","","","","","","68.0198208500095","","",""
"IDA total","IDA","1998","1.17474394797981","4444250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.58951200341825","","15290205070.5965","","","7.77877123515136","","","","","","","","","",""
"India","IND","2004","0.597284922589261","2617000","28000000","2213000000","1374","","","","","","","","","","","","","","","","","","","","","15.1334829998657","","4.1155306524","2.9270777799","5.2116101237","","","","80","2.82875224798105","10.1174290766392","20238566526.5411","5.66960388052335","76.66667","8.25688073394496","","80","78.8888888888889","30","","","25.4961084854304","","",""
"Ireland","IRL","1994","1.11797386308634","17000","","41000000","","","","","","","","","","","","","","","","","","","","","","37.1099141593516","","0.70068874901","0.278402327","1.1286961979","","","","","1.10873259118524","2.53725712129787","633699379.139512","3.38038108680311","","","","","","","","","62.8087508821454","","",""
"Lebanon","LBN","1999","6.86045545283246","80900","","4000000","41","","","","","","","","","","","","","","","","","","","","","28.0555237768371","","","","","","","","","4.77043929225137","13.5841341656394","829663624.787776","0","","2.34375","","","","","","","14.829142313443","","",""
"Liberia","LBR","1990","0.924623533749337","8000","","3000000","339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
