"Country Name","Country Code","Year","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","GINI index (World Bank estimate)","Income share held by fourth 20%","Income share held by highest 10%","Income share held by highest 20%","Income share held by lowest 10%","Income share held by lowest 20%","Income share held by second 20%","Income share held by third 20%","Population living in slums (% of urban population)","Poverty gap at $1.90 a day (2011 PPP) (%)","Poverty gap at $3.20 a day (2011 PPP) (%)","Poverty gap at $5.50 a day (2011 PPP) (%)","Poverty gap at national poverty lines (%)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","Poverty headcount ratio at national poverty lines (% of population)","Rural poverty gap at national poverty lines (%)","Rural poverty headcount ratio at national poverty lines (% of rural population)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)","Survey mean consumption or income per capita, total population (2011 PPP $ per day)","Urban poverty gap at national poverty lines (%)","Urban poverty headcount ratio at national poverty lines (% of urban population)"
"Gambia, The","GMB","2010","0","0","43.6","20.5","34.9","49.8","2.2","5.7","9.8","14.1","0","7.4","20.8","41","27.9","25.1","53","80.4","0","0","73.9","0","0","0","32.7"
"High income","HIC","2011","0","0","0","0","0","0","0","0","0","0","0","0.4","0.6","1","0","0.6","0.9","2.2","0","0","0","0","0","0","0"
"Indonesia","IDN","2008","0","0","0","0","0","0","0","0","0","0","0","4.3","18.8","41.7","2.8","21.4","56.6","84.6","15.4","3.4","18.9","0","0","2.1","11.7"
"IDA only","IDX","2014","0","0","0","0","0","0","0","0","0","0","59.7709924699665","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luxembourg","LUX","2003","0","0","30.2","22.8","23.6","38.6","3.3","8.3","13.1","17.2","0","0","0","0.1","0","0","0.2","0.5","0","0","0","0","0","0","0"
"Nicaragua","NIC","2007","0","0","0","0","0","0","0","0","0","0","45.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pakistan","PAK","2011","0","0","30.9","21","26.8","40.7","4.1","9.3","12.8","16.1","0","1.1","11.4","35.4","0","7.9","46.4","83.4","36.3","0","0","0","0","0","0"
"Peru","PER","1998","0","0","56.1","18.8","44.5","60.3","0.9","2.8","6.7","11.3","0","6.9","14","26","0","16.7","31.6","53.2","0","0","0","0","0","0","0"
"Philippines","PHL","2000","0","0","0","0","0","0","0","0","0","0","47.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Paraguay","PRY","2014","0","0","50.7","19.4","40.7","55.6","1.4","4","8.3","12.6","0","0.6","2.2","7","0","2.4","7.5","19.3","27.2","0","0","0","0","0","0"
"Uganda","UGA","2000","0","0","0","0","0","0","0","0","0","0","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Upper middle income","UMC","2011","0","0","0","0","0","0","0","0","0","0","0","1.5","5.5","14.7","0","5.8","17","37.6","0","0","0","0","0","0","0"
"Austria","AUT","2013","0","0","30.8","22.7","24.2","38.9","3.1","8.1","13.1","17.2","0","0.1","0.3","0.3","0","0.2","0.5","0.5","0","0","0","0","0","0","0"
"Canada","CAN","1991","0","0","31","23.1","23.6","38.9","2.9","7.7","13.1","17.2","0","0.1","0.2","0.3","0","0.2","0.2","0.5","0","0","0","0","0","0","0"
"Costa Rica","CRI","1994","0","0","46.8","21.4","35.3","51.5","1.1","4","9.1","14","0","3.5","6.1","12.5","0","6.6","13.6","30.2","0","0","0","0","0","0","0"
"Europe & Central Asia","ECS","2012","0","0","0","0","0","0","0","0","0","0","0","0.5","1.9","5.5","0","1.9","6.3","15","0","0","0","0","0","0","0"
"Guinea","GIN","2005","0","0","0","0","0","0","0","0","0","0","45.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Indonesia","IDN","2010","0","0","0","0","0","0","0","0","0","0","0","2.9","15.1","36","2.2","15.7","48.1","77.8","13.3","2.8","16.6","0","0","1.6","9.9"
"Iraq","IRQ","2006","0","0","28.6","22.1","23.6","38.1","3.9","9.3","13.4","17.1","0","0.3","3.9","19.9","4.7","2.1","19.6","62.2","22.4","9.5","39","0","0","2.8","15.7"
"Middle income","MIC","2009","0","0","0","0","0","0","0","0","0","0","31.250115849868","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malaysia","MYS","1992","0","0","47.7","20.6","37","53.1","1.9","4.7","8.4","13.1","0","0.1","2.6","10.2","0","1.3","11.8","30.3","0","0","0","0","0","0","0"
"Panama","PAN","2003","0","0","55.8","20","42.3","59.6","0.7","2.4","6.5","11.5","0","4.6","9.3","17.3","0","11.2","20.7","36.1","0","0","0","0","0","0","0"
"Poland","POL","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.8","0","0","0","0","0","0"
"Paraguay","PRY","2011","0","0","52.3","19.6","41.4","56.7","1.2","3.5","7.7","12.5","0","1.6","4.7","11.2","0","5","12.7","28.3","37","0","0","4.21","15.02","0","0"
"Rwanda","RWA","2000","0","0","48.5","18.4","40.8","54.9","2","5.2","8.9","12.6","79.7","37.1","56.4","71.9","0","76.5","89.8","95.6","58.9","0","0","0","0","0","0"
"South Asia","SAS","2012","0","0","0","0","0","0","0","0","0","0","0","3.5","17.7","41.3","0","18.2","56.6","85.3","0","0","0","0","0","0","0"
"Trinidad and Tobago","TTO","2005","0","0","0","0","0","0","0","0","0","0","24.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Upper middle income","UMC","1993","0","0","0","0","0","0","0","0","0","0","0","13.1","27.4","44.1","0","36.5","57.6","74.3","0","0","0","0","0","0","0"
"Uruguay","URY","2005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.2","36.6"
"Brazil","BRA","1983","0","0","59","18.1","46.8","63.4","0.8","2.6","5.9","10","0","11.3","22.1","37.1","0","27.7","47.3","66.6","0","0","0","0","0","0","0"
"Canada","CAN","1981","0","0","32.4","23.2","24.3","39.9","2.6","7.3","12.7","17","0","0.4","0.5","0.6","0","0.5","0.7","1.2","0","0","0","0","0","0","0"
"Germany","DEU","2013","0","0","31.1","22.5","24.6","39.5","3.3","8.2","12.9","17","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0"
"United Kingdom","GBR","2015","0.26","0.11","33.2","23","25.4","40.6","2.9","7.5","12.2","16.8","0","0.1","0.1","0.3","0","0.2","0.2","0.7","0","0","0","22.29","46.6","0","0"
"High income","HIC","2008","0","0","0","0","0","0","0","0","0","0","0","0.4","0.6","1","0","0.6","1","2.2","0","0","0","0","0","0","0"
"Indonesia","IDN","2007","0","0","0","0","0","0","0","0","0","0","23","4.7","19.9","42.6","5.1","22.5","58.5","84.8","16.6","6.5","20.4","0","0","3.6","12.5"
"Indonesia","IDN","1999","0","0","0","0","0","0","0","0","0","0","0","10.1","32.1","56.3","0","41.7","80.1","95.5","23.4","0","26","0","0","0","19.4"
"Ireland","IRL","2013","0","0","33.5","22.3","26","41.3","2.8","7.3","12.5","16.7","0","0.5","0.6","0.8","0","0.7","0.7","1.5","0","0","0","0","0","0","0"
"Iceland","ISL","2005","0","0","29","21.6","24.3","38.5","3.7","9.2","13.6","17.1","0","0","0","0.1","0","0","0","0.2","0","0","0","0","0","0","0"
"Italy","ITA","2014","0","0","34.7","23.3","25.5","41","2","6.2","12.3","17.2","0","0.9","1.1","1.6","0","1.2","1.7","2.7","0","0","0","0","0","0","0"
"Jordan","JOR","2010","0","0","33.7","21.5","27.5","42.4","3.5","8.2","12.1","15.8","0","0","0.4","3.8","3.6","0.1","2.1","18.1","14.4","0","16.8","0","0","0","13.9"
"Mali","MLI","1990","0","0","0","0","0","0","0","0","0","0","188.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Netherlands","NLD","2012","0","0","27.6","22.4","22.5","36.9","3.7","9.1","13.9","17.6","0","0","0","0.1","0","0","0","0.2","0","0","0","0","0","0","0"
"Netherlands","NLD","2005","0","0","29","22.5","23.4","38","3.5","8.7","13.5","17.3","0","0","0.1","0.2","0","0","0.2","0.5","0","0","0","0","0","0","0"
"Tajikistan","TJK","2009","0","0","30.8","22.6","24.1","39.3","3.4","8.4","12.7","17.1","0","0.9","6.1","22.5","0","4.7","25.7","63.6","0","0","0","2.69","5.13","0","0"
"Tajikistan","TJK","2003","0","0","32.7","22.4","25.6","40.9","3.3","7.9","12.3","16.5","0","8.2","25.3","48.7","0","30.8","66.8","90.7","0","0","0","0","0","0","0"
"Venezuela, RB","VEN","2003","0","0","50.4","22.2","36.1","53.4","0.2","2.2","8.3","13.8","0","13.1","20.4","33.6","0","22.7","39.6","62.5","54","0","0","0","0","0","0"
"Benin","BEN","2009","0","0","0","0","0","0","0","0","0","0","69.8","0","0","0","10.4","0","0","0","0","11.6","38.4","0","0","8.5","29.8"
"Dominican Republic","DOM","2016","4.46","3.53","45.3","20.9","35","51.1","1.9","4.9","9.1","13.9","0","0.4","1.7","6.6","0","1.6","6.2","21","30.5","0","0","5.24","14.92","0","0"
"Estonia","EST","2008","0","0","31.9","22.6","24.9","40","2.9","7.8","13","16.6","0","0.2","0.4","0.9","0","0.5","1","2.2","0","0","0","0","0","0","0"
"Jamaica","JAM","1998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.9","0","19.5","0","0","0","5.5"
"Middle East & North Africa","MEA","2012","0","0","0","0","0","0","0","0","0","0","0","0.5","3.5","14.4","0","2.7","14.6","42.9","0","0","0","0","0","0","0"
"Montenegro","MNE","2013","0","0","32.4","22.8","24.9","40.3","3","7.6","12.5","16.7","0","0.2","0.9","2.4","1.1","1","2.5","10","8.6","1.5","9.7","0","0","2.9","7.9"
"Bangladesh","BGD","2009","0","0","0","0","0","0","0","0","0","0","61.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Djibouti","DJI","2013","0","0","44.1","20.9","34.1","50","1.7","4.9","9.7","14.6","0","7.5","18","36.2","0","22.5","44.6","74.8","0","0","0","0","0","0","0"
"Fiji","FJI","2002","0","0","38.1","21.7","29.6","45.4","2.7","6.7","11","15.2","0","0.9","5.7","19.4","12.2","4.9","21.8","53.7","39.8","14","44.6","0","0","10.3","34.5"
"Kenya","KEN","2000","0","0","0","0","0","0","0","0","0","0","54.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Korea, Rep.","KOR","2008","0","0","32.3","23","24.5","39.7","2.6","7.2","12.8","17.2","0","0.2","0.3","0.5","0","0.2","0.5","1.2","0","0","0","0","0","0","0"
"Luxembourg","LUX","2015","-2.14","-0.44","33.8","23.1","25.4","41","2.8","7.2","12.1","16.7","0","0.2","0.2","0.3","0","0.2","0.5","0.5","0","0","0","33.04","69.24","0","0"
"West Bank and Gaza","PSE","2004","0","0","34","22.4","26.5","41.8","3","7.5","12","16.3","0","0.2","1.3","7","0","1.1","5.5","26.4","0","0","0","0","0","0","0"
"South Sudan","SSD","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.3","0","0","0","0","0","0"
"Ukraine","UKR","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4","0","0","0","0","0","0"
"Belarus","BLR","2014","0","0","27.2","22.4","22.6","36.7","3.9","9.3","14","17.7","0","0","0","0.1","0","0","0","0.4","4.8","0","7.9","0","0","0","3.7"
"Egypt, Arab Rep.","EGY","1990","0","0","64","42.8","53.4","82.2","7.6","17.4","25","32.6","100.4","2.2","19.2","61.6","0","14.8","75.8","154.2","0","0","0","0","0","0","0"
"Egypt, Arab Rep.","EGY","1999","0","0","32.8","20.7","28.3","42.1","3.9","8.9","12.5","15.8","0","0.3","4.6","23","3","2","24.1","68.1","16.7","0","0","0","0","0","0"
"Hungary","HUN","2008","0","0","27.5","22.8","22","36.4","3.6","8.8","13.9","18","0","0","0","0.3","0","0","0.2","1.5","12.4","0","0","0","0","0","0"
"India","IND","1983","0","0","0","0","0","0","0","0","0","0","0","17.1","40","62","0","54.8","85.5","96.4","0","0","0","0","0","0","0"
"Cambodia","KHM","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.7","0","0","0","50.2","0","54.2","0","0","0","28.5"
"Madagascar","MDG","1995","0","0","0","0","0","0","0","0","0","0","88.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"El Salvador","SLV","2016","4.08","2.93","40","21.9","30.7","46.4","2.3","5.9","10.6","15.2","0","0.5","2.7","10.1","0","2.2","10.3","30.7","32.7","0","0","4.22","10.23","0","0"
"Slovenia","SVN","2007","0","0","24.4","22.6","20.4","34.4","4.1","10","14.7","18.2","0","0","0","0.1","0","0","0","0.2","12.3","0","0","0","0","0","0"
"Sweden","SWE","2006","0","0","26.4","22.9","21.1","35.6","3.6","9.2","14.3","18","0","0.2","0.3","0.4","0","0.2","0.5","0.7","0","0","0","0","0","0","0"
"South Asia (IDA & IBRD)","TSA","1995","0","0","0","0","0","0","0","0","0","0","51.4439702980606","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Venezuela, RB","VEN","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.5","0","0","0","0","0","0"
"Burkina Faso","BFA","2007","0","0","0","0","0","0","0","0","0","0","59.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Belize","BLZ","1997","0","0","60.4","16.6","50.3","64.1","0.6","2.6","6.4","10.2","0","7.7","14.9","28.4","0","16","35.1","57.9","0","0","0","0","0","0","0"
"Czech Republic","CZE","1993","0","0","26.6","21.4","23.6","37.2","4.6","10.4","13.9","17","0","0","0","0.1","0","0","0","0.4","0","0","0","0","0","0","0"
"Israel","ISR","2005","0","0","41.7","23.2","29.9","46.6","1.8","4.9","9.9","15.4","0","0.3","0.5","1.6","0","0.5","1.2","6","0","0","0","0","0","0","0"
"Latin America & Caribbean","LCN","2012","0","0","0","0","0","0","0","0","0","0","0","1.8","4.4","10.9","0","4.7","11.9","27.8","0","0","0","0","0","0","0"
"Lower middle income","LMC","2007","0","0","0","0","0","0","0","0","0","0","37.4778256643511","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lithuania","LTU","2004","0","0","37","22.2","27.8","43.7","2","5.8","11.9","16.4","0","1.3","2.7","7","0","2.7","7.5","19.2","20.5","0","0","0","0","0","0"
"Middle East & North Africa","MEA","1987","0","0","0","0","0","0","0","0","0","0","0","1.7","9.4","26.4","0","9","32.7","64.3","0","0","0","0","0","0","0"
"Mongolia","MNG","2010","0","0","33.1","22.5","25.7","41.1","3.2","7.8","12.1","16.5","0","0.1","1.9","10.9","11.5","0.8","9.8","37.9","38.8","15.2","49","4.01","8.05","9.4","33.2"
"Poland","POL","2011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.1","0","0","0","0","0","0"
"Senegal","SEN","1994","0","0","41.4","20.4","33.9","48.4","2.6","6.5","10.4","14.4","0","21.4","42.3","62.5","0","57.5","83.4","94.9","0","0","0","0","0","0","0"
"Tonga","TON","2001","0","0","37.7","22.6","28.3","44.2","2.4","6.2","11","15.9","0","0.7","2.5","9.2","0","2.8","8.4","29.2","16.2","0","0","0","0","0","0"
"Ukraine","UKR","2004","0","0","28.9","22.7","23.1","37.9","3.6","8.8","13.4","17.3","0","0.1","1.1","7.3","0","0.6","5.7","29.4","65.6","0","0","0","0","0","0"
"Ukraine","UKR","1996","0","0","35.2","22.1","27.6","42.7","2.8","7.1","12","16.2","0","1.5","6.4","20.7","0","5.4","22.7","57.4","0","0","0","0","0","0","0"
"Colombia","COL","2002","0","0","55.8","18.4","44.8","60.4","1","3.1","6.9","11.1","0","5.4","12.2","24.9","0","14.3","30.3","53.2","49.7","0","61.7","0","0","0","45.5"
"Germany","DEU","2011","0","0","30.5","22.4","24.3","39.1","3.5","8.5","13","17","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0"
"Dominican Republic","DOM","2013","0","0","47","20","37.4","53","1.9","4.9","8.9","13.2","0","0.6","2.7","10.3","0","2.4","10.5","30.8","41.2","0","51.2","0","0","0","36.3"
"Finland","FIN","2011","0","0","27.6","22.4","22.7","37.1","3.8","9.3","13.9","17.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ghana","GHA","1995","0","0","0","0","0","0","0","0","0","0","58.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"High income","HIC","1987","0","0","0","0","0","0","0","0","0","0","0","0.4","0.6","1.3","0","0.7","1.3","3.2","0","0","0","0","0","0","0"
"High income","HIC","1990","0","0","0","0","0","0","0","0","0","0","0","0.6","1.2","2.6","0","1.2","2.6","6.6","0","0","0","0","0","0","0"
"Lao PDR","LAO","2005","0","0","0","0","0","0","0","0","0","0","79.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Latvia","LVA","2012","0","0","35.2","22.5","26.5","42.3","2.3","6.5","12.2","16.5","0","0.5","1","2.7","0","1","2.7","7.5","19.4","0","0","0","0","0","0"
"Morocco","MAR","2014","0","0","0","0","0","0","0","0","0","0","13.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","NGA","2014","0","0","0","0","0","0","0","0","0","0","50.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norway","NOR","2009","0","0","26.2","22.8","21.3","35.6","3.7","9.4","14.4","17.9","0","0","0","0.1","0","0","0.2","0.2","0","0","0","0","0","0","0"
"Panama","PAN","2014","0","0","50.6","20.6","38.6","54.9","1","3.3","8.1","13","25.8","1.1","3.1","7.1","0","3.5","8.4","16.9","25.6","0","0","0","0","0","0"
"Uganda","UGA","1992","0","0","41.4","20.6","33.5","48.2","2.4","6.2","10.4","14.6","0","25.2","46.2","65.5","20.9","62.9","86.1","95.6","56.4","22.6","60.3","0","0","8.7","28.8"
"Albania","ALB","2005","0","0","30.6","22.5","24.3","39.2","3.5","8.4","12.9","17","0","0.2","2.2","12.4","4","1.1","10.9","42.6","18.5","5.3","24.2","0","0","2.3","11.2"
"Egypt, Arab Rep.","EGY","2009","0","0","0","0","0","0","0","0","0","0","13.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Middle East & North Africa","MEA","1999","0","0","0","0","0","0","0","0","0","0","0","0.7","5.2","19.4","0","3.8","21.7","54.5","0","0","0","0","0","0","0"
"Nigeria","NGA","2009","0","0","43","21.6","32.7","49","2","5.4","9.7","14.4","62.7","21.8","40.3","59.6","17","53.5","77.6","92.1","46","20.1","52.8","0","0","11.6","34.1"
"Pakistan","PAK","2004","0","0","32.5","20.9","27.5","41.9","3.8","8.8","12.5","15.8","0","3.4","18.5","43","0","18","60.4","87.4","51.7","0","0","0","0","0","0"
"Venezuela, RB","VEN","1981","0","0","55.6","19.4","43.4","59.9","1.2","3.1","6.5","11.2","0","1","5.3","13.8","0","5.8","17.1","33.7","0","0","0","0","0","0","0"
"Zambia","ZMB","1990","0","0","0","0","0","0","0","0","0","0","114","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Belarus","BLR","2015","0","0","26.7","22.4","22.2","36.4","4","9.5","14","17.7","0","0","0","0.1","0","0","0","0.7","5.1","0","8.7","0","0","0","3.7"
"Belarus","BLR","2008","0","0","27.8","22.9","22.3","36.8","3.7","9","13.6","17.7","0","0","0.1","1.1","0","0","0.5","5.3","6.1","0","9.7","0","0","0","4.4"
"Cote d'Ivoire","CIV","2008","0","0","43.2","21.7","32.6","49","1.8","5.1","9.8","14.3","0","10.4","24.3","43.8","18.2","29.1","57.1","80.8","48.9","24.5","62.5","1.46","3.91","9","29.4"
"Costa Rica","CRI","1996","0","0","46.5","21.9","34.3","51.2","1","3.8","9.1","14","0","4.2","7.4","14.9","0","8","16.7","34.9","0","0","0","0","0","0","0"
"East Asia & Pacific","EAS","2007","0","0","0","0","0","0","0","0","0","0","30.5976194850373","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Estonia","EST","2007","0","0","31.2","23","24","39.3","3","8","13","16.8","0","0.3","0.4","0.9","0","0.5","0.7","2.5","0","0","0","0","0","0","0"
"Finland","FIN","2013","0","0","27.2","22.6","22.2","36.6","3.8","9.3","14","17.5","0","0","0","0.1","0","0","0","0.2","0","0","0","0","0","0","0"
"Honduras","HND","2011","0","0","56.2","19","44.3","60.2","0.8","2.7","6.7","11.4","0","7","14.1","26.1","51.2","17.1","31.7","52.3","61.9","53.1","65.2","2.15","9.13","49","58.5"
"Croatia","HRV","1988","0","0","22.8","22.6","19.5","33.3","4.3","10.3","15.2","18.6","0","0","0.1","0","0","0","0.1","0","0","0","0","0","0","0","0"
"IDA total","IDA","1995","0","0","0","0","0","0","0","0","0","0","67.6016849153362","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kazakhstan","KAZ","2012","0","0","28.1","22.5","22.9","37.7","4.1","9.4","13.3","17.1","0","0","0.1","1.4","0.5","0","0.4","8.9","3.8","0","6.1","0","0","0","1.9"
"Kazakhstan","KAZ","2005","0","0","39.9","22.5","29.7","46.2","2.3","5.9","10.3","15.2","0","1.6","7.1","20.3","7.5","6.9","24.3","51.6","31.6","0","45.6","0","0","0","20.2"
"Nigeria","NGA","2005","0","0","0","0","0","0","0","0","0","0","65.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sierra Leone","SLE","1989","0","0","0","0","0","0","0","0","0","0","0","48","58.8","70.8","0","67.1","80.8","92.5","0","0","0","0","0","0","0"
"Thailand","THA","2014","0","0","37","22.1","28.7","44.5","3","7.1","11","15.3","25","0","0.1","2","0","0","0.9","10.6","10.5","0","0","0","0","0","0"
"Zambia","ZMB","1995","0","0","0","0","0","0","0","0","0","0","57.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Belarus","BLR","2013","0","0","26.6","22.5","22.1","36.2","4","9.5","14","17.8","0","0","0","0.1","0","0","0","0.7","5.5","0","9","0","0","0","4.2"
"China","CHN","2000","0","0","0","0","0","0","0","0","0","0","37.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cote d'Ivoire","CIV","2007","0","0","0","0","0","0","0","0","0","0","56.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Czech Republic","CZE","2011","0","0","26.4","22","22.2","36.2","3.7","9.3","14.6","17.9","0","0","0","0.1","0","0","0.2","0.7","9.6","0","0","0","0","0","0"
"Algeria","DZA","1988","0","0","40.2","20.6","32.8","47.2","2.7","6.5","10.7","14.9","0","0.9","6.8","21.6","0","6.5","25","57.8","0","0","0","0","0","0","0"
"East Asia & Pacific","EAS","1990","0","0","0","0","0","0","0","0","0","0","93.3724339476526","45.2","88.4","128","0","123.2","170.6","190.4","0","0","0","0","0","0","0"
"Ghana","GHA","1987","0","0","35.3","22.3","27.3","42.7","2.8","7","11.7","16.3","0","14.3","33.3","55.8","0","42.6","75.6","94","0","0","0","0","0","0","0"
"Low & middle income","LMY","1990","0","0","0","0","0","0","0","0","0","0","95.3178263259826","31.4","66","102.6","0","89","136.6","165.2","0","0","0","0","0","0","0"
"Middle East & North Africa (excluding high income)","MNA","2005","0","0","0","0","0","0","0","0","0","0","28.3689845537114","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Panama","PAN","2001","0","0","56.9","20.3","42.8","60","0.5","1.9","6.2","11.5","0","8","13","21.3","0","15.5","24.9","40.5","0","0","0","0","0","0","0"
"Romania","ROU","1989","0","0","23.3","23","19.2","33.3","4.1","9.9","15","18.7","0","0.3","0.4","0.9","0","0.3","0.7","3.2","0","0","0","0","0","0","0"
"Thailand","THA","2007","0","0","39.8","21.7","30.8","46.7","2.7","6.5","10.3","14.7","26.5","0","0.7","6.3","0","0.3","4.4","24.8","20","0","25.9","0","0","0","11.3"
"Burundi","BDI","2005","0","0","0","0","0","0","0","0","0","0","64.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Costa Rica","CRI","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0"
