"Country Name","Country Code","Year","Adequacy of social insurance programs (% of total welfare of beneficiary households)","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","Adequacy of social safety net programs (% of total welfare of beneficiary households)","Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits)","Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)","Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits)","Children in employment, wage workers (% of children in employment, ages 7-14)","Children in employment, wage workers, female (% of female children in employment, ages 7-14)","Children in employment, wage workers, male (% of male children in employment, ages 7-14)","Coverage of social insurance programs (% of population)","Coverage of social insurance programs in 2nd quintile (% of population)","Coverage of social insurance programs in 3rd quintile (% of population)","Coverage of social insurance programs in 4th quintile (% of population)","Coverage of social insurance programs in poorest quintile (% of population)","Coverage of social insurance programs in richest quintile (% of population)","Coverage of social protection and labor programs (% of population)","Coverage of social safety net programs (% of population)","Coverage of social safety net programs in 2nd quintile (% of population)","Coverage of social safety net programs in 3rd quintile (% of population)","Coverage of social safety net programs in 4th quintile (% of population)","Coverage of social safety net programs in poorest quintile (% of population)","Coverage of social safety net programs in richest quintile (% of population)","Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (national estimate)","Employment to population ratio, 15+, male (%) (national estimate)","Employment to population ratio, 15+, total (%) (national estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)","Labor force participation rate for ages 15-24, male (%) (national estimate)","Labor force participation rate for ages 15-24, total (%) (national estimate)","Labor force participation rate, female (% of female population ages 15+) (national estimate)","Labor force participation rate, male (% of male population ages 15+) (national estimate)","Labor force participation rate, total (% of total population ages 15+) (national estimate)","Labor force, female (% of total labor force)","Labor force, total","Part time employment, male (% of total male employment)","Part time employment, total (% of total employment)","Ratio of female to male labor force participation rate (%) (national estimate)","Share of youth not in education, employment or training, female (% of female youth population)","Share of youth not in education, employment or training, male (% of male youth population)","Share of youth not in education, employment or training, total (% of youth population)","Unemployment, female (% of female labor force) (national estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (national estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"
"Pre-demographic dividend","PRE","1999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69.7993363881381","0","0","0","0","0","0","0","0","0","43.7284407986937","193940972","0","0","0","0","0","0","0","6.40874948168992","0","7.23808500129343","0","0","12.5705272996078","0","13.8036216614482","0"
"Post-demographic dividend","PST","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.15295585926662","49.1314432840422","62.5754592802362","55.7750598328185","47.3398052874964","50.0708071530015","48.7506557137386","53.3796779694818","68.6860299180425","60.9227955171734","45.0020799931407","538367158","15.4404005486484","22.9646741359536","78.0205813726531","14.6176022574042","13.6816944990887","14.1517726320924","8.09742777971712","8.56653334364101","8.74041878326151","8.24222335896913","8.37480617579074","16.3531029305972","18.7819885166092","19.0304917287991","17.5857371861246","17.7326564185393"
"El Salvador","SLV","1995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.64699983596802","34.4000015258789","64.4000015258789","48.4000015258789","31.9500007629395","69.7600021362305","50.1800003051758","41.7599983215332","81.7600021362305","60.060001373291","36.6545414940268","2166842","0","0","51.0763175518901","0","0","0","5.88000011444092","8.67899990081787","8.6899995803833","7.65000009536743","7.65000009536743","0","15.5900001525879","0","15.3620004653931","0"
"Somalia","SOM","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.8649978637695","0","0","0","0","0","0","0","0","0","20.4485069677584","3641415","0","0","0","0","0","0","0","5.79199981689453","0","5.97900009155273","0","0","10.7320003509521","0","10.9680004119873","0"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.682952139828","138.0288806519188","104.9745091934842","73.244756742358","160.4833499559674","115.4975028397106","67.3494228697448","327282266","0","0","91.2739236796352","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Middle East & North Africa (IDA & IBRD countries)","TMN","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.2087946280374","15.9133263730213","63.1178214220977","39.5085090118691","14.9578535722064","41.4694044097129","28.5129163355309","19.844955414757","69.5931626486941","44.7031986760373","20.6360843345972","114759878","0","0","28.7018305409911","0","0","0","19.8912948265148","9.592875445662","9.43567022229815","11.7871968763204","11.8035494980351","38.8824619706267","24.8270545679267","25.1050372537687","27.9538875403007","28.2544907253828"
"Turkey","TUR","1982","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.0599994659424","0","8.94999980926514","0","10.9300003051758","0","0","0","0","0"
"Turkey","TUR","1988","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.9799995422363","77.1399993896484","54.8199996948242","42.4599990844727","73.5599975585938","57.0900001525879","36.0099983215332","81.4300003051758","58.4700012207031","0","0","0","0","44.2220289654652","0","0","0","9.67000007629395","0","7.30000019073486","0","8.03999996185303","16.3500003814697","0","16.8999996185303","0","16.6800003051758"
"Ukraine","UKR","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.1389999389648","51.7000007629395","62.2000007629395","56.7000007629395","31.7700004577637","40.5699996948242","36.2900009155273","56.2000007629395","69.1600036621094","62.3600006103516","47.4732745785438","20929698","5.98000001907349","9.76000022888184","81.2608412190263","20.4699993133545","14.9300003051758","17.6299991607666","8.07999992370605","10.0959997177124","10.1000003814697","9.14000034332275","9.14000034332275","21.8500003814697","22.9120006561279","22.7299995422363","22.5319995880127","22.3600006103516"
"United States","USA","1987","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.5","71.5","61.5","64.5999984741211","72.3000030517578","68.4000015258789","56","76.1999969482422","65.5999984741211","0","0","0","0","73.4908165915508","0","0","0","6.19999980926514","0","6.19999980926514","0","6.19999980926514","11.6999998092651","0","12.6000003814697","0","12.1999998092651"
"Uzbekistan","UZB","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.1240005493164","0","0","0","0","0","0","0","0","0","41.9980039284169","9729110","0","0","0","0","0","0","0","8.34099960327148","0","8.27700042724609","0.400000005960464","0","14.9940004348755","0","15.7360000610352","0"
"Venezuela, RB","VEN","1985","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.3099994659424","70.6500015258789","49.0800018310547","23.0499992370605","61.4000015258789","42.5299987792969","30.6900005340576","81.0999984741211","56.0200004577637","0","0","0","0","37.8421715308056","0","0","0","11.9300003051758","0","13.6199998855591","0","13.1599998474121","0","0","0","0","0"
"Vanuatu","VUT","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.9280014038086","0","0","0","0","0","0","0","0","0","43.0750654536325","83647","0","0","0","0","0","0","0","5.05700016021729","0","5.6230001449585","0","0","10.1540002822876","0","10.6000003814697","0"
"Yemen, Rep.","YEM","1973","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.4399995803833","42.4300003051758","25.7700004577637","0","0","0","0","22.2484079954903","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Northern Mariana Islands","MNP","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.40000009536743","0","4.38000011444092","0","3.82999992370605","0","0","0","0","0"
"Sub-Saharan Africa (excluding high income)","SSA","1997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69.1148631900613","0","0","0","0","0","0","0","0","0","45.3362095890254","233255572","0","0","0","0","0","0","0","6.90692890276657","0","8.18224229266657","0","0","13.6631306906261","0","15.5533917890283","0"
"Albania","ALB","1995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79.2060012817383","0","0","0","0","0","0","32.5400009155273","48.2000007629395","40.2900009155273","43.769799560865","1357669","0","0","67.5103742748215","0","0","0","14.8000001907349","19.4909992218018","11.6000003814697","23.8610000610352","12.8999996185303","0","40.5550003051758","0","36.2779998779297","0"
"Austria","AUT","1987","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.7700004577637","67.8600006103516","52.9099998474121","61.5299987792969","69.6800003051758","65.6800003051758","41.4500007629395","70.4100036621094","55","0","0","0","0","58.8694767889147","0","0","0","0","0","0","0","0","5.40000009536743","0","4.6399998664856","0","4.98999977111816"
"Belgium","BEL","1973","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.90000009536743","0","2.20000004768372","0","2.79999995231628","0","0","0","0","0"
"Bangladesh","BGD","2008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67.822998046875","0","0","0","0","0","0","0","0","0","25.0924361598792","57004748","0","0","0","0","0","0","0","3.57699990272522","0","4.23899984359741","0","0","9.11900043487549","0","9.21199989318848","0"
"Bahrain","BHR","1981","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.6200008392334","64.5199966430664","44.4799995422363","18.2399997711182","86.120002746582","60.5","0","0","0","0","21.1797482459348","0","0","0","9.5","0","2.29999995231628","0","3.09999990463257","0","0","0","0","0"
"Bahamas, The","BHS","2004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.435000002384186","0","0","67.9599990844727","0","0","0","0","0","75.6800003051758","47.9138424461515","179253","0","0","0","0","0","0","0","9.51700019836426","0","10.1999998092651","10.1999998092651","0","18.8819999694824","0","22.0779991149902","0"
"Barbados","BRB","1978","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.6499996185303","42.1399993896484","34.5499992370605","0","0","0","35.5900001525879","47.6699981689453","41.3300018310547","0","0","0","0","74.6591179350476","0","0","0","15.8599996566772","0","11.1700000762939","0","13.289999961853","0","0","0","0","0"
"Congo, Dem. Rep.","COD","2004","16.9666030462289","16.9666030462289","0","1.75177288961588","1.75177288961588","0","0","0","0","1.51235605503343","1.00427874702844","0.964261780213147","1.57117602298579","0.590148506789163","3.42921164973529","1.51235605503343","0","0","0","0","0","0","86.0559997558594","0","0","0","0","0","0","0","0","0","50.068347311884","20792332","0","0","0","0","0","0","0","3.01300001144409","0","3.67899990081787","0","0","6.58400011062622","0","7.28599977493286","0"
"Caribbean small states","CSS","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.85552356007125","46.7391515025452","66.2837900259912","56.700755602978","30.7463762702683","42.7336548899966","36.75282094643","54.2828381095844","71.3932659112501","62.695695261568","42.4976396176285","3337385","0","0","76.1230958533857","0","0","0","13.437528353969","8.70274227386734","7.29223523578079","11.1456231534928","10.0227573687092","34.1737786465279","21.0496882689964","19.5518781537414","25.8078210327098","25.5408045034081"
"Cyprus","CYP","1975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.5","0","11.3000001907349","0","10.8999996185303","0","0","0","0","0"
"Cyprus","CYP","1986","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","2.90000009536743","0","3.70000004768372","0","0","0","0","0"
"Czech Republic","CZE","1997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.31799983978271","48.9575996398926","68.0689010620117","58.1011009216309","38.6498985290527","53.0766983032227","45.8767013549805","51.5999984741211","70.6069030761719","60.6935997009277","44.2326572289777","5134661","7.42999982833862","10","73.0806709061495","0","0","0","0","3.59299993515015","0","4.26999998092651","0","7.20069980621338","6.74700021743774","6.76959991455078","6.94000005722046","6.95090007781982"
"Ecuador","ECU","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.7700004577637","53.6179008483887","78.1915969848633","65.5392990112305","35.2671012878418","55.0588989257813","45.2397003173828","56.3788986206055","80.6508026123047","68.1538009643555","40.9818257097175","8120097","18.9699993133545","27.0400009155273","69.904944271446","25.9818992614746","9.26700019836426","17.5596008300781","4.89720010757446","3.07599997520447","3.04909992218018","3.83999991416931","3.83619999885559","11.4406995773315","6.67000007629395","6.56969976425171","8.51200008392334","8.45359992980957"
"Spain","ESP","2008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.56599998474121","43.8863983154297","61.7803001403809","52.687198638916","43.7378005981445","51.4724006652832","47.6958999633789","50.3508987426758","68.6863021850586","59.3689002990723","42.9665575329311","23119646","15.1199998855591","22.3099994659424","73.3055895293613","14.6000003814697","13.9200000762939","14.25","0","10.0509996414185","0","11.25","0","25.5202007293701","23.7110004425049","23.5855007171631","24.5739994049072","24.4517002105713"
"Honduras","HND","1980","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104.9599990844726","36.9199981689454","159.9600067138672","98.879997253418","34.7000007629394","175.1199951171876","104.9800033569336","0","0","0","0","39.6299699982502","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IDA blend","IDB","1992","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56.0726166023116","0","0","0","0","0","0","0","0","0","33.6447089358197","96234687","0","0","0","0","0","0","0","5.27407472680736","0","6.15514634220673","0","0","9.76712682246819","0","10.8473573034004","0"
"Israel","ISR","1986","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.4599990844727","59.0299987792969","47.0499992370605","29.2900009155273","33.1800003051758","31.2999992370605","38.4900016784668","63.1699981689453","50.6300010681152","0","0","0","0","60.9308260157409","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Italy","ITA","1987","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.4832992553711","62.3350982666016","44.6814994812012","43.1446990966797","52.7845001220703","47.9095993041992","34.1623001098633","67.3609008789063","50.0479011535645","0","0","7.90000009536743","12.9700002670288","50.7153254545636","0","0","0","16.6233997344971","0","7.4608998298645","0","10.7224998474121","39.7088012695313","0","28.7343997955322","0","33.7322006225586"
"Japan","JPN","1994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.57800006866455","48.7140998840332","75.6006011962891","61.7867012023926","47.2000007629395","48","47.5999984741211","50.2000007629395","77.8000030517578","63.5999984741211","40.3048777379067","66492359","0","0","64.5244200434582","0","0","0","3","2.83400011062622","2.79999995231628","2.89000010490417","2.90000009536743","5.30000019073486","5.65199995040894","5.59999990463257","5.5310001373291","5.59999990463257"
"Lithuania","LTU","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.74399995803833","48.9109992980957","57.1259994506836","52.6236991882324","29.5876007080078","38.5936012268066","34.2202987670898","53.8793983459473","65.0500030517578","58.9277992248535","50.1767578751253","1481405","11.2700004577637","16.9400005340576","82.8276645937703","10.3400001525879","9.51000022888184","9.90999984741211","9.22130012512207","12.1859998703003","12.1814002990723","10.6999998092651","10.6981000900269","18.7138996124268","19.6499996185303","19.6417007446289","19.2639999389648","19.2520999908447"
"Macao SAR, China","MAC","2011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.263000011444092","66.0100021362305","75.6399993896484","70.6600036621094","53.1500015258789","50.5","51.8899993896484","67.4400024414063","78.0599975585938","72.5100021362305","48.7675198361168","342683","9.27999973297119","9.15999984741211","86.3950865368451","6.30000019073486","6.28000020980835","6.30000019073486","2.1800000667572","2.92799997329712","2.98000001907349","2.55999994277954","2.55999994277954","4.73999977111816","6.75799989700317","6.96999979019165","5.61899995803833","5.82999992370605"
"Maldives","MDV","2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.45900011062622","0","0","0","0","0","0","0","0","0","36.3342784127751","157306","0","0","0","0","0","0","0","3.55800008773804","0","3.9539999961853","0","0","8.03699970245361","0","8.25800037384033","0"
"Mexico","MEX","1995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.2209997177124","34.4099998474121","77.7649993896484","55.2610015869141","37.2840003967285","71.8119964599609","54.3569984436035","37.6529998779297","82.7630004882813","59.3479995727539","32.0806478546184","35889163","0","0","45.4949671420638","0","0","0","8.61100006103516","6.06199979782104","6.04199981689453","6.8899998664856","6.88800001144409","15.33899974823","9.10400009155273","9.19600009918213","11.0979995727539","11.326000213623"
"Montenegro","MNE","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.29699993133545","0","0","0","0","0","0","0","0","0","43.2943981893137","247420","0","0","0","0","0","0","0","25.8470001220703","0","30.0060005187988","0","0","52.0460014343262","0","59.1440010070801","0"
"Montenegro","MNE","1998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.29899978637695","0","0","0","0","0","0","0","0","0","42.880764284402","244935","0","0","0","0","0","0","0","25.8279991149902","0","29.9290008544922","0","0","52.992000579834","0","59.8089981079102","0"
"Mauritius","MUS","1984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.6400003433228","39.7099990844727","55.3499984741211","14.1999998092651","40.8400001525879","55.0400009155273","0","0","0","0","34.769832899634","0","0","0","0","0","0","0","0","0","0","0","0","0"
"North America","NAC","1980","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.1489140526966","144.1679033904494","118.4441268283836","124.212896426707","148.5451558363386","136.295028510495","102.828184377997","154.9861458342622","127.6917220176022","0","0","0","0","0","0","0","0","0","0","0","0","0","25.8279230248408","0","28.9528490089454","0","27.579109614521"
